hodnota,ps_kod,vuzemi_kod,rok,ps_txt,ps0_txt,vuzemi_txt
2,B37,3140,2017,Kandidóza - candidiasis,Některé infekční a parazitární nemoci (A00 - B99),Moravskoslezský kraj
3,B37,3034,2017,Kandidóza - candidiasis,Některé infekční a parazitární nemoci (A00 - B99),Jihočeský kraj
2,B37,3115,2017,Kandidóza - candidiasis,Některé infekční a parazitární nemoci (A00 - B99),Jihomoravský kraj
1,B37,3077,2017,Kandidóza - candidiasis,Některé infekční a parazitární nemoci (A00 - B99),Liberecký kraj
1,E04,3042,2017,Jiná netoxická struma,"Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Plzeňský kraj
1,E04,3034,2017,Jiná netoxická struma,"Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Jihočeský kraj
1,E04,3115,2017,Jiná netoxická struma,"Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Jihomoravský kraj
1,E16,3042,2017,Jiné poruchy vnitřní sekrece slinivky břišní,"Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Plzeňský kraj
2,E16,3026,2017,Jiné poruchy vnitřní sekrece slinivky břišní,"Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Středočeský kraj
3,E16,3018,2017,Jiné poruchy vnitřní sekrece slinivky břišní,"Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Hlavní město Praha
1,E16,3140,2017,Jiné poruchy vnitřní sekrece slinivky břišní,"Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Moravskoslezský kraj
1,E16,3131,2017,Jiné poruchy vnitřní sekrece slinivky břišní,"Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Zlínský kraj
3,E16,3115,2017,Jiné poruchy vnitřní sekrece slinivky břišní,"Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Jihomoravský kraj
2,E16,3069,2017,Jiné poruchy vnitřní sekrece slinivky břišní,"Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Ústecký kraj
1,G62,3018,2017,Jiné polyneuropatie,Nemoci nervové soustavy (G00 - G99),Hlavní město Praha
1,G62,3051,2017,Jiné polyneuropatie,Nemoci nervové soustavy (G00 - G99),Karlovarský kraj
3,G62,3140,2017,Jiné polyneuropatie,Nemoci nervové soustavy (G00 - G99),Moravskoslezský kraj
1,G62,3131,2017,Jiné polyneuropatie,Nemoci nervové soustavy (G00 - G99),Zlínský kraj
3,G62,3115,2017,Jiné polyneuropatie,Nemoci nervové soustavy (G00 - G99),Jihomoravský kraj
2,G62,3069,2017,Jiné polyneuropatie,Nemoci nervové soustavy (G00 - G99),Ústecký kraj
1,I37,3018,2017,Onemocnění pulmonální chlopně,Nemoci oběhové soustavy (I00 - I99),Hlavní město Praha
1,I37,3123,2017,Onemocnění pulmonální chlopně,Nemoci oběhové soustavy (I00 - I99),Olomoucký kraj
1,I37,3069,2017,Onemocnění pulmonální chlopně,Nemoci oběhové soustavy (I00 - I99),Ústecký kraj
1,Q62,3026,2017,Vrozené obstrukční defekty ledvinové pánvičky a vrozené vady močovodu,"Vrozené vady, deformace a chromosomální abnormality (Q00 - Q99)",Středočeský kraj
1,Q62,3051,2017,Vrozené obstrukční defekty ledvinové pánvičky a vrozené vady močovodu,"Vrozené vady, deformace a chromosomální abnormality (Q00 - Q99)",Karlovarský kraj
1,V11,3107,2017,Cyklista zraněný při srážce s jiným jízdním kolem,Vnější příčiny nemocnosti a úmrtnosti (V01 - Y98),Kraj Vysočina
1,X37,3085,2017,Oběť přírodní katastrofické bouře,Vnější příčiny nemocnosti a úmrtnosti (V01 - Y98),Královéhradecký kraj
1,Y87,3085,2017,"Následky úmyslného sebepoškození,napadení a případů nezjiš.úmyslu",Vnější příčiny nemocnosti a úmrtnosti (V01 - Y98),Královéhradecký kraj
1,Y87,3018,2017,"Následky úmyslného sebepoškození,napadení a případů nezjiš.úmyslu",Vnější příčiny nemocnosti a úmrtnosti (V01 - Y98),Hlavní město Praha
2,Y87,3034,2017,"Následky úmyslného sebepoškození,napadení a případů nezjiš.úmyslu",Vnější příčiny nemocnosti a úmrtnosti (V01 - Y98),Jihočeský kraj
2,G09,3042,2017,Následky zánětlivých nemocí centrální nervové soustavy,Nemoci nervové soustavy (G00 - G99),Plzeňský kraj
1,G09,3026,2017,Následky zánětlivých nemocí centrální nervové soustavy,Nemoci nervové soustavy (G00 - G99),Středočeský kraj
2,G09,3018,2017,Následky zánětlivých nemocí centrální nervové soustavy,Nemoci nervové soustavy (G00 - G99),Hlavní město Praha
1,G09,3093,2017,Následky zánětlivých nemocí centrální nervové soustavy,Nemoci nervové soustavy (G00 - G99),Pardubický kraj
2,G09,3115,2017,Následky zánětlivých nemocí centrální nervové soustavy,Nemoci nervové soustavy (G00 - G99),Jihomoravský kraj
1,G83,3131,2017,Jiné paralytické syndromy,Nemoci nervové soustavy (G00 - G99),Zlínský kraj
1,G83,3034,2017,Jiné paralytické syndromy,Nemoci nervové soustavy (G00 - G99),Jihočeský kraj
1,L10,3018,2017,Pemfigus - pemphigus,Nemoci kůže a podkožního vaziva (L00 - L99),Hlavní město Praha
1,N82,3042,2017,Píštěle postihující ženské pohlavní ústrojí,Nemoci močové a pohlavní soustavy (N00 - N99),Plzeňský kraj
1,N82,3115,2017,Píštěle postihující ženské pohlavní ústrojí,Nemoci močové a pohlavní soustavy (N00 - N99),Jihomoravský kraj
1,N82,3069,2017,Píštěle postihující ženské pohlavní ústrojí,Nemoci močové a pohlavní soustavy (N00 - N99),Ústecký kraj
1,Q27,3140,2017,Jiné vrozené vady periferní cévní soustavy,"Vrozené vady, deformace a chromosomální abnormality (Q00 - Q99)",Moravskoslezský kraj
1,W03,3077,2017,Jiné pády na rovině ze srážky s nebo strčení jinou osobou,Vnější příčiny nemocnosti a úmrtnosti (V01 - Y98),Liberecký kraj
1,Q63,3115,2017,Jiné vrozené vady ledvin,"Vrozené vady, deformace a chromosomální abnormality (Q00 - Q99)",Jihomoravský kraj
1,N01,3018,2017,Rychle postupující nefritický syndrom,Nemoci močové a pohlavní soustavy (N00 - N99),Hlavní město Praha
1,Q06,3093,2017,Jiné vrozené vady míchy,"Vrozené vady, deformace a chromosomální abnormality (Q00 - Q99)",Pardubický kraj
1,V41,3093,2017,Čl.osádky os.auta zraněný při sráž.s jízd.kolem,Vnější příčiny nemocnosti a úmrtnosti (V01 - Y98),Pardubický kraj
1,A01,3034,2017,Břišní tyfus a paratyfus,Některé infekční a parazitární nemoci (A00 - B99),Jihočeský kraj
1,F15,3140,2017,Poruchy způsobené jinými stimulancii,Poruchy duševní a poruchy chování (F00 - F99),Moravskoslezský kraj
1,M25,3140,2017,"Jiné poruchy kloubů, nezařazené jinde",Nemoci svalové a kosterní soustavy a pojivové tkáně (M00 - M99),Moravskoslezský kraj
1,Y02,3107,2017,Napadení strčením nebo umístěním oběti před pohybující se předmět,Vnější příčiny nemocnosti a úmrtnosti (V01 - Y98),Kraj Vysočina
1,A02,3107,2017,Jiné infekce způsobené salmonelami,Některé infekční a parazitární nemoci (A00 - B99),Kraj Vysočina
3,A02,3018,2017,Jiné infekce způsobené salmonelami,Některé infekční a parazitární nemoci (A00 - B99),Hlavní město Praha
1,A02,3140,2017,Jiné infekce způsobené salmonelami,Některé infekční a parazitární nemoci (A00 - B99),Moravskoslezský kraj
1,A02,3034,2017,Jiné infekce způsobené salmonelami,Některé infekční a parazitární nemoci (A00 - B99),Jihočeský kraj
2,A02,3115,2017,Jiné infekce způsobené salmonelami,Některé infekční a parazitární nemoci (A00 - B99),Jihomoravský kraj
1,A02,3123,2017,Jiné infekce způsobené salmonelami,Některé infekční a parazitární nemoci (A00 - B99),Olomoucký kraj
1,A02,3069,2017,Jiné infekce způsobené salmonelami,Některé infekční a parazitární nemoci (A00 - B99),Ústecký kraj
1,A19,3042,2017,Miliární TBC,Některé infekční a parazitární nemoci (A00 - B99),Plzeňský kraj
1,A19,3026,2017,Miliární TBC,Některé infekční a parazitární nemoci (A00 - B99),Středočeský kraj
1,A26,3115,2017,Červenka - erysipeloid,Některé infekční a parazitární nemoci (A00 - B99),Jihomoravský kraj
1,A26,3069,2017,Červenka - erysipeloid,Některé infekční a parazitární nemoci (A00 - B99),Ústecký kraj
1,A84,3107,2017,Virová encefalitida přenášená klíšťaty,Některé infekční a parazitární nemoci (A00 - B99),Kraj Vysočina
1,A84,3131,2017,Virová encefalitida přenášená klíšťaty,Některé infekční a parazitární nemoci (A00 - B99),Zlínský kraj
1,A84,3034,2017,Virová encefalitida přenášená klíšťaty,Některé infekční a parazitární nemoci (A00 - B99),Jihočeský kraj
1,A84,3115,2017,Virová encefalitida přenášená klíšťaty,Některé infekční a parazitární nemoci (A00 - B99),Jihomoravský kraj
2,A84,3069,2017,Virová encefalitida přenášená klíšťaty,Některé infekční a parazitární nemoci (A00 - B99),Ústecký kraj
1,A84,3077,2017,Virová encefalitida přenášená klíšťaty,Některé infekční a parazitární nemoci (A00 - B99),Liberecký kraj
1,C05,3042,2017,Zhoubný novotvar patra,Novotvary (C00 - D48),Plzeňský kraj
1,C05,3107,2017,Zhoubný novotvar patra,Novotvary (C00 - D48),Kraj Vysočina
5,C05,3026,2017,Zhoubný novotvar patra,Novotvary (C00 - D48),Středočeský kraj
2,C05,3085,2017,Zhoubný novotvar patra,Novotvary (C00 - D48),Královéhradecký kraj
3,C05,3018,2017,Zhoubný novotvar patra,Novotvary (C00 - D48),Hlavní město Praha
2,C05,3140,2017,Zhoubný novotvar patra,Novotvary (C00 - D48),Moravskoslezský kraj
1,C05,3093,2017,Zhoubný novotvar patra,Novotvary (C00 - D48),Pardubický kraj
3,C05,3115,2017,Zhoubný novotvar patra,Novotvary (C00 - D48),Jihomoravský kraj
3,C05,3123,2017,Zhoubný novotvar patra,Novotvary (C00 - D48),Olomoucký kraj
3,C05,3069,2017,Zhoubný novotvar patra,Novotvary (C00 - D48),Ústecký kraj
1,C06,3042,2017,Zhoubný novotvar jiných a neurčených části úst,Novotvary (C00 - D48),Plzeňský kraj
1,C06,3107,2017,Zhoubný novotvar jiných a neurčených části úst,Novotvary (C00 - D48),Kraj Vysočina
7,C06,3026,2017,Zhoubný novotvar jiných a neurčených části úst,Novotvary (C00 - D48),Středočeský kraj
1,C06,3085,2017,Zhoubný novotvar jiných a neurčených části úst,Novotvary (C00 - D48),Královéhradecký kraj
6,C06,3018,2017,Zhoubný novotvar jiných a neurčených části úst,Novotvary (C00 - D48),Hlavní město Praha
1,C06,3051,2017,Zhoubný novotvar jiných a neurčených části úst,Novotvary (C00 - D48),Karlovarský kraj
2,C06,3140,2017,Zhoubný novotvar jiných a neurčených části úst,Novotvary (C00 - D48),Moravskoslezský kraj
2,C06,3093,2017,Zhoubný novotvar jiných a neurčených části úst,Novotvary (C00 - D48),Pardubický kraj
1,C06,3131,2017,Zhoubný novotvar jiných a neurčených části úst,Novotvary (C00 - D48),Zlínský kraj
3,C06,3115,2017,Zhoubný novotvar jiných a neurčených části úst,Novotvary (C00 - D48),Jihomoravský kraj
1,C06,3123,2017,Zhoubný novotvar jiných a neurčených části úst,Novotvary (C00 - D48),Olomoucký kraj
4,C06,3069,2017,Zhoubný novotvar jiných a neurčených části úst,Novotvary (C00 - D48),Ústecký kraj
2,C06,3077,2017,Zhoubný novotvar jiných a neurčených části úst,Novotvary (C00 - D48),Liberecký kraj
26,C15,3042,2017,Zhoubný novotvar jícnu,Novotvary (C00 - D48),Plzeňský kraj
25,C15,3107,2017,Zhoubný novotvar jícnu,Novotvary (C00 - D48),Kraj Vysočina
62,C15,3026,2017,Zhoubný novotvar jícnu,Novotvary (C00 - D48),Středočeský kraj
19,C15,3085,2017,Zhoubný novotvar jícnu,Novotvary (C00 - D48),Královéhradecký kraj
64,C15,3018,2017,Zhoubný novotvar jícnu,Novotvary (C00 - D48),Hlavní město Praha
15,C15,3051,2017,Zhoubný novotvar jícnu,Novotvary (C00 - D48),Karlovarský kraj
75,C15,3140,2017,Zhoubný novotvar jícnu,Novotvary (C00 - D48),Moravskoslezský kraj
35,C15,3093,2017,Zhoubný novotvar jícnu,Novotvary (C00 - D48),Pardubický kraj
36,C15,3131,2017,Zhoubný novotvar jícnu,Novotvary (C00 - D48),Zlínský kraj
32,C15,3034,2017,Zhoubný novotvar jícnu,Novotvary (C00 - D48),Jihočeský kraj
57,C15,3115,2017,Zhoubný novotvar jícnu,Novotvary (C00 - D48),Jihomoravský kraj
42,C15,3123,2017,Zhoubný novotvar jícnu,Novotvary (C00 - D48),Olomoucký kraj
50,C15,3069,2017,Zhoubný novotvar jícnu,Novotvary (C00 - D48),Ústecký kraj
15,C15,3077,2017,Zhoubný novotvar jícnu,Novotvary (C00 - D48),Liberecký kraj
6,C17,3042,2017,Zhoubný novotvar tenkého střeva,Novotvary (C00 - D48),Plzeňský kraj
6,C17,3107,2017,Zhoubný novotvar tenkého střeva,Novotvary (C00 - D48),Kraj Vysočina
7,C17,3026,2017,Zhoubný novotvar tenkého střeva,Novotvary (C00 - D48),Středočeský kraj
3,C17,3085,2017,Zhoubný novotvar tenkého střeva,Novotvary (C00 - D48),Královéhradecký kraj
16,C17,3018,2017,Zhoubný novotvar tenkého střeva,Novotvary (C00 - D48),Hlavní město Praha
4,C17,3051,2017,Zhoubný novotvar tenkého střeva,Novotvary (C00 - D48),Karlovarský kraj
16,C17,3140,2017,Zhoubný novotvar tenkého střeva,Novotvary (C00 - D48),Moravskoslezský kraj
5,C17,3093,2017,Zhoubný novotvar tenkého střeva,Novotvary (C00 - D48),Pardubický kraj
7,C17,3131,2017,Zhoubný novotvar tenkého střeva,Novotvary (C00 - D48),Zlínský kraj
5,C17,3034,2017,Zhoubný novotvar tenkého střeva,Novotvary (C00 - D48),Jihočeský kraj
18,C17,3115,2017,Zhoubný novotvar tenkého střeva,Novotvary (C00 - D48),Jihomoravský kraj
6,C17,3123,2017,Zhoubný novotvar tenkého střeva,Novotvary (C00 - D48),Olomoucký kraj
8,C17,3069,2017,Zhoubný novotvar tenkého střeva,Novotvary (C00 - D48),Ústecký kraj
3,C17,3077,2017,Zhoubný novotvar tenkého střeva,Novotvary (C00 - D48),Liberecký kraj
20,C24,3042,2017,Zhoubný novotvar jiných a neurčených částí žlučových cest,Novotvary (C00 - D48),Plzeňský kraj
14,C24,3107,2017,Zhoubný novotvar jiných a neurčených částí žlučových cest,Novotvary (C00 - D48),Kraj Vysočina
40,C24,3026,2017,Zhoubný novotvar jiných a neurčených částí žlučových cest,Novotvary (C00 - D48),Středočeský kraj
15,C24,3085,2017,Zhoubný novotvar jiných a neurčených částí žlučových cest,Novotvary (C00 - D48),Královéhradecký kraj
53,C24,3018,2017,Zhoubný novotvar jiných a neurčených částí žlučových cest,Novotvary (C00 - D48),Hlavní město Praha
11,C24,3051,2017,Zhoubný novotvar jiných a neurčených částí žlučových cest,Novotvary (C00 - D48),Karlovarský kraj
44,C24,3140,2017,Zhoubný novotvar jiných a neurčených částí žlučových cest,Novotvary (C00 - D48),Moravskoslezský kraj
16,C24,3093,2017,Zhoubný novotvar jiných a neurčených částí žlučových cest,Novotvary (C00 - D48),Pardubický kraj
12,C24,3131,2017,Zhoubný novotvar jiných a neurčených částí žlučových cest,Novotvary (C00 - D48),Zlínský kraj
24,C24,3034,2017,Zhoubný novotvar jiných a neurčených částí žlučových cest,Novotvary (C00 - D48),Jihočeský kraj
35,C24,3115,2017,Zhoubný novotvar jiných a neurčených částí žlučových cest,Novotvary (C00 - D48),Jihomoravský kraj
24,C24,3123,2017,Zhoubný novotvar jiných a neurčených částí žlučových cest,Novotvary (C00 - D48),Olomoucký kraj
26,C24,3069,2017,Zhoubný novotvar jiných a neurčených částí žlučových cest,Novotvary (C00 - D48),Ústecký kraj
22,C24,3077,2017,Zhoubný novotvar jiných a neurčených částí žlučových cest,Novotvary (C00 - D48),Liberecký kraj
1,C37,3042,2017,Zhoubný novotvar brzlíku - thymu,Novotvary (C00 - D48),Plzeňský kraj
3,C37,3026,2017,Zhoubný novotvar brzlíku - thymu,Novotvary (C00 - D48),Středočeský kraj
3,C37,3018,2017,Zhoubný novotvar brzlíku - thymu,Novotvary (C00 - D48),Hlavní město Praha
1,C37,3093,2017,Zhoubný novotvar brzlíku - thymu,Novotvary (C00 - D48),Pardubický kraj
1,C37,3131,2017,Zhoubný novotvar brzlíku - thymu,Novotvary (C00 - D48),Zlínský kraj
2,C37,3115,2017,Zhoubný novotvar brzlíku - thymu,Novotvary (C00 - D48),Jihomoravský kraj
1,C37,3123,2017,Zhoubný novotvar brzlíku - thymu,Novotvary (C00 - D48),Olomoucký kraj
2,C37,3069,2017,Zhoubný novotvar brzlíku - thymu,Novotvary (C00 - D48),Ústecký kraj
1,C68,3107,2017,Zhoubný novotvar jiných a neurčených močových orgánů,Novotvary (C00 - D48),Kraj Vysočina
8,C68,3026,2017,Zhoubný novotvar jiných a neurčených močových orgánů,Novotvary (C00 - D48),Středočeský kraj
2,C68,3018,2017,Zhoubný novotvar jiných a neurčených močových orgánů,Novotvary (C00 - D48),Hlavní město Praha
2,C68,3051,2017,Zhoubný novotvar jiných a neurčených močových orgánů,Novotvary (C00 - D48),Karlovarský kraj
8,C68,3140,2017,Zhoubný novotvar jiných a neurčených močových orgánů,Novotvary (C00 - D48),Moravskoslezský kraj
5,C68,3093,2017,Zhoubný novotvar jiných a neurčených močových orgánů,Novotvary (C00 - D48),Pardubický kraj
2,C68,3131,2017,Zhoubný novotvar jiných a neurčených močových orgánů,Novotvary (C00 - D48),Zlínský kraj
1,C68,3034,2017,Zhoubný novotvar jiných a neurčených močových orgánů,Novotvary (C00 - D48),Jihočeský kraj
3,C68,3115,2017,Zhoubný novotvar jiných a neurčených močových orgánů,Novotvary (C00 - D48),Jihomoravský kraj
2,C68,3123,2017,Zhoubný novotvar jiných a neurčených močových orgánů,Novotvary (C00 - D48),Olomoucký kraj
2,C68,3069,2017,Zhoubný novotvar jiných a neurčených močových orgánů,Novotvary (C00 - D48),Ústecký kraj
2,C68,3077,2017,Zhoubný novotvar jiných a neurčených močových orgánů,Novotvary (C00 - D48),Liberecký kraj
1,C74,3042,2017,Zhoubný novotvar nadledviny,Novotvary (C00 - D48),Plzeňský kraj
2,C74,3107,2017,Zhoubný novotvar nadledviny,Novotvary (C00 - D48),Kraj Vysočina
8,C74,3026,2017,Zhoubný novotvar nadledviny,Novotvary (C00 - D48),Středočeský kraj
2,C74,3085,2017,Zhoubný novotvar nadledviny,Novotvary (C00 - D48),Královéhradecký kraj
3,C74,3018,2017,Zhoubný novotvar nadledviny,Novotvary (C00 - D48),Hlavní město Praha
3,C74,3051,2017,Zhoubný novotvar nadledviny,Novotvary (C00 - D48),Karlovarský kraj
5,C74,3140,2017,Zhoubný novotvar nadledviny,Novotvary (C00 - D48),Moravskoslezský kraj
2,C74,3093,2017,Zhoubný novotvar nadledviny,Novotvary (C00 - D48),Pardubický kraj
1,C74,3131,2017,Zhoubný novotvar nadledviny,Novotvary (C00 - D48),Zlínský kraj
3,C74,3034,2017,Zhoubný novotvar nadledviny,Novotvary (C00 - D48),Jihočeský kraj
2,C74,3115,2017,Zhoubný novotvar nadledviny,Novotvary (C00 - D48),Jihomoravský kraj
5,C74,3123,2017,Zhoubný novotvar nadledviny,Novotvary (C00 - D48),Olomoucký kraj
6,C74,3069,2017,Zhoubný novotvar nadledviny,Novotvary (C00 - D48),Ústecký kraj
1,C74,3077,2017,Zhoubný novotvar nadledviny,Novotvary (C00 - D48),Liberecký kraj
20,C91,3042,2017,Lymfoidní leukemie,Novotvary (C00 - D48),Plzeňský kraj
14,C91,3107,2017,Lymfoidní leukemie,Novotvary (C00 - D48),Kraj Vysočina
34,C91,3026,2017,Lymfoidní leukemie,Novotvary (C00 - D48),Středočeský kraj
13,C91,3085,2017,Lymfoidní leukemie,Novotvary (C00 - D48),Královéhradecký kraj
40,C91,3018,2017,Lymfoidní leukemie,Novotvary (C00 - D48),Hlavní město Praha
7,C91,3051,2017,Lymfoidní leukemie,Novotvary (C00 - D48),Karlovarský kraj
33,C91,3140,2017,Lymfoidní leukemie,Novotvary (C00 - D48),Moravskoslezský kraj
13,C91,3093,2017,Lymfoidní leukemie,Novotvary (C00 - D48),Pardubický kraj
14,C91,3131,2017,Lymfoidní leukemie,Novotvary (C00 - D48),Zlínský kraj
30,C91,3034,2017,Lymfoidní leukemie,Novotvary (C00 - D48),Jihočeský kraj
41,C91,3115,2017,Lymfoidní leukemie,Novotvary (C00 - D48),Jihomoravský kraj
24,C91,3123,2017,Lymfoidní leukemie,Novotvary (C00 - D48),Olomoucký kraj
22,C91,3069,2017,Lymfoidní leukemie,Novotvary (C00 - D48),Ústecký kraj
19,C91,3077,2017,Lymfoidní leukemie,Novotvary (C00 - D48),Liberecký kraj
15,C92,3042,2017,Myeloidní leukemie,Novotvary (C00 - D48),Plzeňský kraj
20,C92,3107,2017,Myeloidní leukemie,Novotvary (C00 - D48),Kraj Vysočina
45,C92,3026,2017,Myeloidní leukemie,Novotvary (C00 - D48),Středočeský kraj
18,C92,3085,2017,Myeloidní leukemie,Novotvary (C00 - D48),Královéhradecký kraj
61,C92,3018,2017,Myeloidní leukemie,Novotvary (C00 - D48),Hlavní město Praha
12,C92,3051,2017,Myeloidní leukemie,Novotvary (C00 - D48),Karlovarský kraj
43,C92,3140,2017,Myeloidní leukemie,Novotvary (C00 - D48),Moravskoslezský kraj
12,C92,3093,2017,Myeloidní leukemie,Novotvary (C00 - D48),Pardubický kraj
25,C92,3131,2017,Myeloidní leukemie,Novotvary (C00 - D48),Zlínský kraj
22,C92,3034,2017,Myeloidní leukemie,Novotvary (C00 - D48),Jihočeský kraj
57,C92,3115,2017,Myeloidní leukemie,Novotvary (C00 - D48),Jihomoravský kraj
20,C92,3123,2017,Myeloidní leukemie,Novotvary (C00 - D48),Olomoucký kraj
33,C92,3069,2017,Myeloidní leukemie,Novotvary (C00 - D48),Ústecký kraj
13,C92,3077,2017,Myeloidní leukemie,Novotvary (C00 - D48),Liberecký kraj
15,D46,3042,2017,Myelodysplastické syndromy,Novotvary (C00 - D48),Plzeňský kraj
9,D46,3107,2017,Myelodysplastické syndromy,Novotvary (C00 - D48),Kraj Vysočina
24,D46,3026,2017,Myelodysplastické syndromy,Novotvary (C00 - D48),Středočeský kraj
10,D46,3085,2017,Myelodysplastické syndromy,Novotvary (C00 - D48),Královéhradecký kraj
17,D46,3018,2017,Myelodysplastické syndromy,Novotvary (C00 - D48),Hlavní město Praha
9,D46,3051,2017,Myelodysplastické syndromy,Novotvary (C00 - D48),Karlovarský kraj
17,D46,3140,2017,Myelodysplastické syndromy,Novotvary (C00 - D48),Moravskoslezský kraj
7,D46,3093,2017,Myelodysplastické syndromy,Novotvary (C00 - D48),Pardubický kraj
8,D46,3131,2017,Myelodysplastické syndromy,Novotvary (C00 - D48),Zlínský kraj
8,D46,3034,2017,Myelodysplastické syndromy,Novotvary (C00 - D48),Jihočeský kraj
24,D46,3115,2017,Myelodysplastické syndromy,Novotvary (C00 - D48),Jihomoravský kraj
9,D46,3123,2017,Myelodysplastické syndromy,Novotvary (C00 - D48),Olomoucký kraj
5,D46,3069,2017,Myelodysplastické syndromy,Novotvary (C00 - D48),Ústecký kraj
11,D46,3077,2017,Myelodysplastické syndromy,Novotvary (C00 - D48),Liberecký kraj
1,D73,3107,2017,Nemoci sleziny,"Nemoci krve, krvetvorných orgánů a některé poruchy týkající se mechanismu imunity (D50 - D89)",Kraj Vysočina
1,D73,3026,2017,Nemoci sleziny,"Nemoci krve, krvetvorných orgánů a některé poruchy týkající se mechanismu imunity (D50 - D89)",Středočeský kraj
1,D73,3131,2017,Nemoci sleziny,"Nemoci krve, krvetvorných orgánů a některé poruchy týkající se mechanismu imunity (D50 - D89)",Zlínský kraj
1,D76,3018,2017,Jiné určené nemoci spojené s lymforetikulární a retikulohistiocytární tkání,"Nemoci krve, krvetvorných orgánů a některé poruchy týkající se mechanismu imunity (D50 - D89)",Hlavní město Praha
1,D76,3115,2017,Jiné určené nemoci spojené s lymforetikulární a retikulohistiocytární tkání,"Nemoci krve, krvetvorných orgánů a některé poruchy týkající se mechanismu imunity (D50 - D89)",Jihomoravský kraj
1,D76,3069,2017,Jiné určené nemoci spojené s lymforetikulární a retikulohistiocytární tkání,"Nemoci krve, krvetvorných orgánů a některé poruchy týkající se mechanismu imunity (D50 - D89)",Ústecký kraj
1,D84,3140,2017,Jiné poruchy imunity,"Nemoci krve, krvetvorných orgánů a některé poruchy týkající se mechanismu imunity (D50 - D89)",Moravskoslezský kraj
2,E05,3042,2017,Tyr(e)otoxikóza (hypertyreóza),"Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Plzeňský kraj
1,E05,3026,2017,Tyr(e)otoxikóza (hypertyreóza),"Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Středočeský kraj
1,E05,3085,2017,Tyr(e)otoxikóza (hypertyreóza),"Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Královéhradecký kraj
3,E05,3018,2017,Tyr(e)otoxikóza (hypertyreóza),"Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Hlavní město Praha
1,E05,3051,2017,Tyr(e)otoxikóza (hypertyreóza),"Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Karlovarský kraj
3,E05,3140,2017,Tyr(e)otoxikóza (hypertyreóza),"Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Moravskoslezský kraj
1,E05,3034,2017,Tyr(e)otoxikóza (hypertyreóza),"Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Jihočeský kraj
1,E05,3115,2017,Tyr(e)otoxikóza (hypertyreóza),"Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Jihomoravský kraj
1,E05,3123,2017,Tyr(e)otoxikóza (hypertyreóza),"Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Olomoucký kraj
3,E05,3069,2017,Tyr(e)otoxikóza (hypertyreóza),"Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Ústecký kraj
1,E05,3077,2017,Tyr(e)otoxikóza (hypertyreóza),"Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Liberecký kraj
1,E06,3042,2017,Zánět štítné žlázy - thyroiditis,"Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Plzeňský kraj
2,E06,3026,2017,Zánět štítné žlázy - thyroiditis,"Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Středočeský kraj
1,E06,3093,2017,Zánět štítné žlázy - thyroiditis,"Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Pardubický kraj
1,E06,3115,2017,Zánět štítné žlázy - thyroiditis,"Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Jihomoravský kraj
1,E12,3034,2017,Diabetes mellitus spojený s podvýživou,"Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Jihočeský kraj
2,F05,3042,2017,Delirium nevyvolané alkoholem ani psychoaktivními látkami,Poruchy duševní a poruchy chování (F00 - F99),Plzeňský kraj
1,F05,3107,2017,Delirium nevyvolané alkoholem ani psychoaktivními látkami,Poruchy duševní a poruchy chování (F00 - F99),Kraj Vysočina
1,F05,3026,2017,Delirium nevyvolané alkoholem ani psychoaktivními látkami,Poruchy duševní a poruchy chování (F00 - F99),Středočeský kraj
4,F05,3018,2017,Delirium nevyvolané alkoholem ani psychoaktivními látkami,Poruchy duševní a poruchy chování (F00 - F99),Hlavní město Praha
3,F05,3140,2017,Delirium nevyvolané alkoholem ani psychoaktivními látkami,Poruchy duševní a poruchy chování (F00 - F99),Moravskoslezský kraj
1,F05,3131,2017,Delirium nevyvolané alkoholem ani psychoaktivními látkami,Poruchy duševní a poruchy chování (F00 - F99),Zlínský kraj
